V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_4205	P18238	5.75e-37	ADP,ATP carrier protein 3 (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	anaerobic respiration [GO:0009061]; heme transport [GO:0015886]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; transmembrane transport [GO:0055085]	GO:0005471; GO:0005739; GO:0005743; GO:0009061; GO:0015886; GO:0042802; GO:0055085; GO:0140021; GO:1990544
Ab_contig_4214	O02654	5.72e-30	NA	NA	NA	NA
Ab_contig_4215	Q568W0	1.6e-33	NA	NA	NA	NA
Ab_contig_4217	Q9BGI2	4.89e-69	NA	NA	NA	NA
Ab_contig_4219	Q8VIJ5	9.12e-22	NA	NA	NA	NA
Ab_contig_4226	Q2TBN5	7.08e-23	NA	NA	NA	NA
Ab_contig_4231	Q28C69	1.56e-45	NA	NA	NA	NA
Ab_contig_4243	P05689	2.19e-29	NA	NA	NA	NA
Ab_contig_4254	P79273	4.13e-26	NA	NA	NA	NA
Ab_contig_4273	Q178L7	1.07e-36	NA	NA	NA	NA
Ab_contig_4288	Q9N2M8	4.1e-24	NA	NA	NA	NA
Ab_contig_4292	P43296	3.7e-33	NA	NA	NA	NA
Ab_contig_4313	Q7ZYU8	1.66e-73	NA	NA	NA	NA
Ab_contig_4338	O60783	2.75e-22	Small ribosomal subunit protein uS14m (28S ribosomal protein S14, mitochondrial) (MRP-S14) (S14mt)	Homo sapiens (Human)	mitochondrial translation [GO:0032543]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005763; GO:0006412; GO:0031965; GO:0032543
Ab_contig_4348	P09648	1.06e-46	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain; Cathepsin L]	Gallus gallus (Chicken)	immune response [GO:0006955]; positive regulation of apoptotic signaling pathway [GO:2001235]; protein autoprocessing [GO:0016540]; proteolysis involved in protein catabolic process [GO:0051603]; zymogen activation [GO:0031638]	GO:0004197; GO:0005615; GO:0005764; GO:0006955; GO:0008656; GO:0016324; GO:0016540; GO:0031638; GO:0042583; GO:0046872; GO:0051603; GO:2001235
Ab_contig_4349	P23709	3.16e-32	NA	NA	NA	NA
Ab_contig_4370	Q7ZU99	4.88e-41	NA	NA	NA	NA
Ab_contig_4372	P91778	3e-23	NA	NA	NA	NA
Ab_contig_4377	Q5NVM7	6.57e-76	NA	NA	NA	NA
Ab_contig_4383	Q5ZJ54	1.15e-52	NA	NA	NA	NA
Ab_contig_4385	X4Y2L4	4.38e-25	NA	NA	NA	NA
Ab_contig_4397	Q60972	4.1e-33	NA	NA	NA	NA
Ab_contig_4421	P08712	2.45e-45	NA	NA	NA	NA
Ab_contig_4422	O46106	3.71e-48	Splicing factor 3A subunit 3 (Protein noisette)	Drosophila melanogaster (Fruit fly)	fertilization [GO:0009566]; mitotic cell cycle [GO:0000278]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000278; GO:0000398; GO:0003723; GO:0005681; GO:0005686; GO:0008270; GO:0009566; GO:0071011; GO:0071013
Ab_contig_4424	Q6PAT0	1.61e-23	NA	NA	NA	NA
Ab_contig_4426	P26794	2.62e-40	NA	NA	NA	NA
Ab_contig_4433	Q6WV88	1.56e-29	NA	NA	NA	NA
Ab_contig_4437	Q6VVX0	1.39e-35	NA	NA	NA	NA
Ab_contig_4442	B0BNA9	1.13e-25	NA	NA	NA	NA
Ab_contig_4445	Q3ZBD0	9.3e-34	NA	NA	NA	NA
Ab_contig_4452	Q61656	2.77e-41	NA	NA	NA	NA
Ab_contig_4456	Q7TP17	3.11e-27	NA	NA	NA	NA
Ab_contig_4466	P62334	3.96e-40	NA	NA	NA	NA
Ab_contig_4475	A0A1L8EV45	2.49e-61	NA	NA	NA	NA
Ab_contig_4509	Q5RBP9	1.15e-26	NA	NA	NA	NA
Ab_contig_4518	B3EWZ6	5.26e-23	NA	NA	NA	NA
Ab_contig_4526	Q501J6	9.15e-55	NA	NA	NA	NA
Ab_contig_4527	P04988	2.43e-24	NA	NA	NA	NA
Ab_contig_4550	G5ECU1	6.25e-49	Skp1-related protein	Caenorhabditis elegans	female sex differentiation [GO:0046660]; negative regulation of centrosome duplication [GO:0010826]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of gene expression [GO:0010629]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; nervous system development [GO:0007399]; positive regulation of apoptotic process [GO:0043065]; regulation of protein stability [GO:0031647]; regulation of synapse maturation [GO:0090128]; regulation of synapse pruning [GO:1905806]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005634; GO:0005737; GO:0006511; GO:0007399; GO:0010629; GO:0010826; GO:0019005; GO:0031146; GO:0031647; GO:0043065; GO:0043518; GO:0046660; GO:0090128; GO:0097602; GO:1902230; GO:1905806
Ab_contig_4556	Q6P878	3.98e-38	NA	NA	NA	NA
Ab_contig_4563	B1H3C9	9.53e-36	NA	NA	NA	NA
Ab_contig_4565	Q9V3H2	2.24e-58	NA	NA	NA	NA
Ab_contig_4587	O35593	2.36e-53	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)	Mus musculus (Mouse)	double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; protein K63-linked deubiquitination [GO:0070536]; proteolysis [GO:0006508]; regulation of proteasomal protein catabolic process [GO:0061136]; response to ethanol [GO:0045471]	GO:0000502; GO:0000724; GO:0004175; GO:0006303; GO:0006508; GO:0008541; GO:0022624; GO:0031597; GO:0045471; GO:0046872; GO:0061133; GO:0061136; GO:0070536; GO:0070628; GO:0140492
Ab_contig_4590	Q9D3S9	1.47e-23	NA	NA	NA	NA
Ab_contig_4594	Q7SXP0	2.39e-38	NA	NA	NA	NA
Ab_contig_4601	Q7KN62	5.11e-31	NA	NA	NA	NA
Ab_contig_4617	Q7SZE5	2.59e-47	NA	NA	NA	NA
Ab_contig_4619	Q9YGD2	1.08e-30	NA	NA	NA	NA
Ab_contig_4621	P30741	2.09e-24	NA	NA	NA	NA
Ab_contig_4637	P50430	3.65e-22	NA	NA	NA	NA
Ab_contig_4646	Q7SIH1	2.06e-26	NA	NA	NA	NA
Ab_contig_4665	Q8R081	6.39e-21	NA	NA	NA	NA
Ab_contig_4670	P13395	1.25e-31	Spectrin alpha chain	Drosophila melanogaster (Fruit fly)	actin cytoskeleton organization [GO:0030036]; actin filament capping [GO:0051693]; axon midline choice point recognition [GO:0016199]; central nervous system development [GO:0007417]; fusome organization [GO:0045478]; germarium-derived female germ-line cyst formation [GO:0030727]; germarium-derived oocyte fate determination [GO:0007294]; long-term strengthening of neuromuscular junction [GO:0042062]; maintenance of presynaptic active zone structure [GO:0048790]; negative regulation of microtubule depolymerization [GO:0007026]; neuromuscular synaptic transmission [GO:0007274]; oocyte construction [GO:0007308]; ovarian fusome organization [GO:0030723]; plasma membrane organization [GO:0007009]; positive regulation of hippo signaling [GO:0035332]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]	GO:0003779; GO:0005509; GO:0005516; GO:0005794; GO:0005886; GO:0005938; GO:0007009; GO:0007026; GO:0007274; GO:0007294; GO:0007308; GO:0007417; GO:0008017; GO:0008360; GO:0016199; GO:0016323; GO:0016324; GO:0016328; GO:0030036; GO:0030054; GO:0030723; GO:0030727; GO:0030864; GO:0031514; GO:0031594; GO:0035332; GO:0042062; GO:0042995; GO:0045169; GO:0045170; GO:0045478; GO:0048790; GO:0050807; GO:0051015; GO:0051693
Ab_contig_4673	O46629	2.29e-39	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	Bos taurus (Bovine)	fatty acid beta-oxidation [GO:0006635]	GO:0003985; GO:0005741; GO:0005743; GO:0005783; GO:0006635; GO:0016507; GO:0050633
Ab_contig_4676	A0A1S4F2V5	6.41e-39	NA	NA	NA	NA
Ab_contig_4706	Q6DCH7	5.73e-44	NA	NA	NA	NA
Ab_contig_4708	Q08890	5.86e-22	NA	NA	NA	NA
Ab_contig_4726	Q6P878	1.34e-33	NA	NA	NA	NA
Ab_contig_4751	P04069	2.55e-28	NA	NA	NA	NA
Ab_contig_4754	Q147X3	2.09e-29	NA	NA	NA	NA
Ab_contig_4757	Q5ZJK8	5.23e-62	NA	NA	NA	NA
Ab_contig_4758	Q8VDM4	3.18e-25	NA	NA	NA	NA
Ab_contig_4760	Q5RFU0	4.12e-30	NA	NA	NA	NA
Ab_contig_4790	P41386	1.96e-42	NA	NA	NA	NA
Ab_contig_4815	A1XQU1	9.09e-50	NA	NA	NA	NA
Ab_contig_4825	Q6DGQ8	1.62e-32	NA	NA	NA	NA
Ab_contig_4832	O35130	9.02e-49	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)	Mus musculus (Mouse)	blastocyst development [GO:0001824]; nucleologenesis [GO:0017126]; ribosomal small subunit biogenesis [GO:0042274]; rRNA base methylation [GO:0070475]	GO:0001824; GO:0005654; GO:0005694; GO:0005730; GO:0017126; GO:0019843; GO:0032040; GO:0042274; GO:0042802; GO:0070037; GO:0070475
Ab_contig_4833	Q8BH95	8.65e-30	NA	NA	NA	NA
Ab_contig_4840	Q9PT92	7.66e-35	NA	NA	NA	NA
Ab_contig_4858	Q9Z2W0	2.25e-27	NA	NA	NA	NA
Ab_contig_4863	B0BM36	1.19e-48	NA	NA	NA	NA
Ab_contig_4877	Q9C0K3	9.94e-46	NA	NA	NA	NA
Ab_contig_4885	P50396	3.77e-32	NA	NA	NA	NA
Ab_contig_4886	P00731	1.99e-23	NA	NA	NA	NA
Ab_contig_4899	Q9GMB0	3.57e-59	NA	NA	NA	NA
Ab_contig_4900	Q8WPJ2	1.77e-30	NA	NA	NA	NA
Ab_contig_4910	Q91WM2	3.67e-26	NA	NA	NA	NA
Ab_contig_4912	P26686	2.24e-39	NA	NA	NA	NA
Ab_contig_4922	Q920A5	5.91e-21	NA	NA	NA	NA
Ab_contig_4929	Q8BFR4	5.7e-23	NA	NA	NA	NA
Ab_contig_4934	Q8AVM5	1.37e-27	NA	NA	NA	NA
Ab_contig_4937	Q8N0N3	1.42e-21	NA	NA	NA	NA
Ab_contig_4938	P38919	2.01e-32	NA	NA	NA	NA
Ab_contig_4945	Q3B8N0	1.76e-39	NA	NA	NA	NA
Ab_contig_4946	Q3UHC0	2.49e-27	NA	NA	NA	NA
Ab_contig_4957	Q7T2A5	2.54e-26	NA	NA	NA	NA
Ab_contig_4971	Q920R6	3.83e-28	NA	NA	NA	NA
Ab_contig_4975	Q99714	9.67e-53	NA	NA	NA	NA
Ab_contig_4976	O18373	1e-48	NA	NA	NA	NA
Ab_contig_4988	Q01579	1.36e-26	NA	NA	NA	NA
Ab_contig_4989	A0A1S4F2V5	5.1e-28	NA	NA	NA	NA
Ab_contig_5007	Q6PHD9	6.79e-35	NA	NA	NA	NA
Ab_contig_5018	Q9DC70	1.13e-67	NA	NA	NA	NA
Ab_contig_5022	Q9GLZ5	6.35e-33	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	6.42e-29	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.04e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.11e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.78e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	2.63e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	2.63e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	2.63e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	2.63e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	7.88e-28	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	1.8e-27	NA	NA	NA	NA
Ab_contig_5023	Q8WR62	6.56e-27	NA	NA	NA	NA
Ab_contig_5024	Q5E9N4	5.3e-23	NA	NA	NA	NA
Ab_contig_5029	Q17RR3	1.89e-33	NA	NA	NA	NA
Ab_contig_5040	Q10751	9.75e-40	NA	NA	NA	NA
Ab_contig_5040	Q10751	5.69e-35	NA	NA	NA	NA
Ab_contig_5074	P17694	3.75e-36	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Bos taurus (Bovine)	cellular response to oxygen levels [GO:0071453]; gliogenesis [GO:0042063]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]	GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0019826; GO:0022008; GO:0032981; GO:0042063; GO:0045271; GO:0046872; GO:0048038; GO:0051287; GO:0051539; GO:0061351; GO:0071453
Ab_contig_5096	Q641Y0	3.82e-28	NA	NA	NA	NA
Ab_contig_5102	Q9W2N0	1.56e-37	NA	NA	NA	NA
Ab_contig_5103	Q05974	1.35e-42	NA	NA	NA	NA
Ab_contig_5105	Q8NE62	5.74e-25	NA	NA	NA	NA
Ab_contig_5114	O35386	7.05e-33	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Lupus nephritis-associated peptide 1) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	Mus musculus (Mouse)	2-oxobutyrate catabolic process [GO:0019606]; 2-oxoglutarate metabolic process [GO:0006103]; fatty acid alpha-oxidation [GO:0001561]; isoprenoid metabolic process [GO:0006720]; methyl-branched fatty acid metabolic process [GO:0097089]	GO:0001561; GO:0003824; GO:0005739; GO:0005777; GO:0005782; GO:0006103; GO:0006720; GO:0008198; GO:0019606; GO:0031418; GO:0048244; GO:0097089; GO:0097731
Ab_contig_5125	O60884	2.52e-24	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	Homo sapiens (Human)	positive regulation of cell population proliferation [GO:0008284]; protein refolding [GO:0042026]; response to heat [GO:0009408]	GO:0001671; GO:0005524; GO:0005737; GO:0005829; GO:0008284; GO:0009408; GO:0016020; GO:0030544; GO:0042026; GO:0046872; GO:0051082; GO:0051087; GO:0070062
Ab_contig_5138	Q01380	5.14e-63	NA	NA	NA	NA
Ab_contig_5155	Q5EAJ7	2.32e-27	NA	NA	NA	NA
Ab_contig_5159	Q92519	1.37e-31	NA	NA	NA	NA
Ab_contig_5160	P18420	1.33e-45	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Rattus norvegicus (Rat)	immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0000502; GO:0001530; GO:0002376; GO:0002862; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005839; GO:0019773; GO:0043161
Ab_contig_5167	Q03412	3.02e-25	NA	NA	NA	NA
Ab_contig_5171	Q6ZNF0	3.13e-35	NA	NA	NA	NA
Ab_contig_5180	Q6P0H6	6.02e-47	NA	NA	NA	NA
Ab_contig_5189	Q26486	1.85e-25	NA	NA	NA	NA
Ab_contig_5195	P52899	1.1e-31	NA	NA	NA	NA
Ab_contig_5209	Q6PH58	6.87e-25	NA	NA	NA	NA
Ab_contig_5220	P28024	1.84e-28	NA	NA	NA	NA
Ab_contig_5230	P51121	1.97e-30	NA	NA	NA	NA
Ab_contig_5232	P51659	9.97e-48	NA	NA	NA	NA
Ab_contig_5243	Q33862	8.01e-45	NA	NA	NA	NA
Ab_contig_5244	P20029	6.23e-61	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	Mus musculus (Mouse)	cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-4 [GO:0071353]; cerebellar Purkinje cell layer development [GO:0021680]; cerebellum structural organization [GO:0021589]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; maintenance of protein localization in endoplasmic reticulum [GO:0035437]; negative regulation of apoptotic process [GO:0043066]; negative regulation of IRE1-mediated unfolded protein response [GO:1903895]; negative regulation of PERK-mediated unfolded protein response [GO:1903898]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cell migration [GO:0030335]; positive regulation of embryonic development [GO:0040019]; positive regulation of protein ubiquitination [GO:0031398]; post-translational protein targeting to membrane, translocation [GO:0031204]; proteolysis involved in protein catabolic process [GO:0051603]; response to endoplasmic reticulum stress [GO:0034976]	GO:0003689; GO:0005524; GO:0005576; GO:0005739; GO:0005783; GO:0005788; GO:0005789; GO:0005793; GO:0005829; GO:0005886; GO:0006983; GO:0008180; GO:0009986; GO:0016020; GO:0016887; GO:0019904; GO:0021589; GO:0021680; GO:0030291; GO:0030335; GO:0030496; GO:0030512; GO:0030968; GO:0031204; GO:0031333; GO:0031398; GO:0031625; GO:0034663; GO:0034976; GO:0035437; GO:0040019; GO:0042149; GO:0042470; GO:0043022; GO:0043066; GO:0043209; GO:0044183; GO:0051603; GO:0051787; GO:0061775; GO:0071353; GO:0140584; GO:0140662; GO:0140665; GO:0140849; GO:1903895; GO:1903898
Ab_contig_5258	Q26636	3.5e-33	NA	NA	NA	NA
Ab_contig_5262	Q9Z255	1.4e-52	NA	NA	NA	NA
Ab_contig_5282	O01393	4.27e-21	NA	NA	NA	NA
Ab_contig_5284	Q9VN93	1.95e-32	NA	NA	NA	NA
Ab_contig_5286	Q9PWF7	2.34e-31	NA	NA	NA	NA
Ab_contig_5292	Q5REA7	9.58e-33	NA	NA	NA	NA
Ab_contig_5305	A3RLT6	1.02e-51	NA	NA	NA	NA
Ab_contig_5307	Q9Z3R8	4.14e-23	NA	NA	NA	NA
Ab_contig_5321	Q5F364	1.63e-41	NA	NA	NA	NA
Ab_contig_5328	P40123	8.88e-24	NA	NA	NA	NA
Ab_contig_5332	A0JP85	2.32e-25	NA	NA	NA	NA
Ab_contig_5335	Q22235	1.87e-31	NA	NA	NA	NA
Ab_contig_5348	P17164	9.13e-28	Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1)	Rattus norvegicus (Rat)	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]; lipid metabolic process [GO:0006629]	GO:0004560; GO:0005764; GO:0006004; GO:0006629; GO:0015928; GO:0016139; GO:0030246
Ab_contig_5353	P17326	2.38e-27	NA	NA	NA	NA
Ab_contig_5365	Q9UTM4	4.07e-44	NA	NA	NA	NA
Ab_contig_5370	Q9LVD0	7.36e-29	NA	NA	NA	NA
Ab_contig_5371	Q4KLC4	4.83e-27	NA	NA	NA	NA
Ab_contig_5377	C3YWU0	9.79e-26	NA	NA	NA	NA
Ab_contig_5390	Q7JQD3	6.08e-31	NA	NA	NA	NA
Ab_contig_5401	P52303	8.14e-46	NA	NA	NA	NA
Ab_contig_5404	Q9C509	6.15e-26	NA	NA	NA	NA
Ab_contig_5414	Q99NB9	1.52e-43	NA	NA	NA	NA
Ab_contig_5438	Q7ZVY5	1.76e-42	NA	NA	NA	NA
Ab_contig_5443	P11442	2.26e-28	Clathrin heavy chain 1	Rattus norvegicus (Rat)	amyloid-beta clearance by transcytosis [GO:0150093]; autophagy [GO:0006914]; clathrin coat assembly [GO:0048268]; clathrin coat disassembly [GO:0072318]; clathrin-dependent endocytosis [GO:0072583]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; mitotic spindle assembly [GO:0090307]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; negative regulation of protein localization to plasma membrane [GO:1903077]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; synaptic vesicle endocytosis [GO:0048488]; transferrin transport [GO:0033572]	GO:0000278; GO:0003725; GO:0005198; GO:0005819; GO:0005829; GO:0005905; GO:0006886; GO:0006898; GO:0006914; GO:0007030; GO:0016020; GO:0019901; GO:0030117; GO:0030118; GO:0030130; GO:0030132; GO:0030136; GO:0030315; GO:0030506; GO:0030669; GO:0031072; GO:0031523; GO:0031623; GO:0032051; GO:0032991; GO:0033572; GO:0042147; GO:0042277; GO:0042383; GO:0042470; GO:0043195; GO:0045334; GO:0048268; GO:0048488; GO:0050750; GO:0060236; GO:0071439; GO:0072318; GO:0072583; GO:0090307; GO:0097718; GO:0098684; GO:0098835; GO:0098843; GO:0098850; GO:0098978; GO:0120283; GO:0150093; GO:1900126; GO:1903077; GO:1990381; GO:1990498
Ab_contig_5446	Q7ZUG0	2e-29	NA	NA	NA	NA
Ab_contig_5465	Q6NU91	7.01e-24	NA	NA	NA	NA
Ab_contig_5480	P35003	1.27e-92	NA	NA	NA	NA
Ab_contig_5484	Q9BDJ5	1.5e-25	NA	NA	NA	NA
Ab_contig_5487	Q36964	1.17e-40	NA	NA	NA	NA
Ab_contig_5490	Q28542	2.78e-21	NA	NA	NA	NA
